[118, 17, 41, 70, 57, 49]	1
[127, 112, 24, 76, 52, 28]	1
[70, 30, 90, 123, 56]	1
[99, 76, 40, 118, 28]	1
[31, 36, 2, 121, 81, 28]	1
[29, 53, 48, 44, 127, 126]	1
[112, 122, 28, 41, 130]	1
[127, 76, 35, 3, 49, 82]	1
[41, 71, 49, 44, 59, 112]	1
[76, 95, 87, 112, 71, 82]	1
[61, 4, 31, 76, 69, 95]	1
[105, 61, 34, 90, 55, 26]	1
[127, 62, 81, 59, 93, 106]	1
[43, 52, 127, 115, 58, 126]	1
[70, 35, 62, 89, 81, 25]	1
[6, 41, 112, 52, 29]	1
[76, 3, 120, 124, 83, 61]	1
[49, 35, 3, 106]	1
[70, 90, 46, 76, 115, 5]	1
[6, 40, 52, 106, 64, 57]	1
[109, 105, 28, 5, 76, 120]	1
[30, 122, 118, 100, 41]	1
[123, 46, 5, 29, 94]	1
[70, 109, 90, 35, 46]	1
[47, 43, 70, 41, 29]	1
[19, 112, 95, 101, 109, 61]	1
[39, 62, 3, 14, 87]	1
[126, 14, 55, 105]	1
[43, 29, 9, 58, 126, 127]	1
[113, 36, 58, 110, 32]	1
[126, 27, 40, 82, 95, 59]	1
[76, 126, 53, 71, 3, 35]	1
[106, 120, 1, 39, 59]	1
[32, 106, 109, 59, 127, 29]	1
[64, 109, 52, 112, 106, 130]	1
[28, 96, 41, 122, 51, 112]	1
[66, 122, 30, 31, 26, 110]	1
[56, 61, 96, 41, 130, 31]	1
[102, 27, 46, 2, 56, 32]	1
[44, 113, 95, 109, 127]	1
[24, 29, 46, 82, 31, 28]	1
[77, 84, 40, 55, 130, 113]	1
[87, 109, 62, 126, 70, 120]	1
[57, 123, 41, 65, 49]	1
[3, 127, 107, 93, 112, 98]	1
[29, 115, 44, 76, 106, 28]	1
[49, 130, 113, 29, 100, 5]	1
[115, 29, 1, 93, 49]	1
[70, 109, 46, 99, 30, 76]	1
[95, 62, 49, 24]	1
[43, 100, 30, 52]	1
[1, 46, 28, 118, 95, 112]	1
[130, 110, 55, 49, 40, 28]	1
[130, 60, 99, 106, 109, 40]	1
[62, 87, 47, 106, 28, 76]	1
[102, 103, 41, 76, 30]	1
[90, 35, 102, 28, 49, 59]	1
[96, 114, 46, 35, 26]	1
[94, 43, 116, 4, 41]	1
[105, 44, 95, 130, 49, 74]	1
[73, 129, 41, 40, 123]	1
[115, 70, 90, 84, 20, 41]	1
[39, 52, 32, 115, 93, 29]	1
[106, 70, 99, 109, 36, 112]	1
[49, 112, 29, 77, 8, 64]	1
[13, 46, 99, 29, 118, 40]	1
[76, 26, 82, 28, 66, 122]	1
[83, 106, 36, 53, 127, 112]	1
[24, 62, 94, 100, 126, 27]	1
[47, 29, 126, 39, 70, 121]	1
[105, 123, 55, 30]	1
[29, 111, 72, 122, 74, 90]	1
[26, 55, 66, 122, 28, 95]	1
[31, 95, 77, 105, 35, 66]	1
[62, 109, 2, 53, 98, 47]	1
[93, 59, 39, 126, 89, 82]	1
[39, 93, 28, 126, 29, 81]	1
[76, 58, 70, 47, 43]	1
[39, 35, 90, 82, 54, 125]	1
[57, 123, 109, 80, 118, 53]	1
[57, 103, 91, 49, 110, 70]	1
[89, 66, 128, 95, 49, 31]	1
[112, 77, 35, 107, 89, 40]	1
[28, 93, 102, 47]	1
