[52, 130, 28, 82]	1
[28, 47, 109, 52, 121]	1
[127, 121, 41, 29, 106]	1
[106, 29, 127, 28, 31]	1
[124, 29, 46, 8, 59]	1
[76, 14, 64, 54, 118]	1
[95, 126, 31, 61, 13]	1
[38, 112, 95, 76, 82]	1
[28, 13, 90, 117, 66]	1
[2, 41, 66, 90, 46]	1
[56, 120, 89, 77]	1
[121, 43, 109, 29, 70]	1
[41, 114, 107, 55, 70]	1
[95, 69, 89, 128, 66]	1
[29, 82, 46, 95]	1
[118, 28, 115, 123, 4]	1
[64, 53, 28, 36, 32]	1
[95, 121, 98, 59, 109]	1
[99, 52, 43, 18, 28]	1
[32, 121, 99]	1
[11, 70, 44, 86, 28]	1
[41, 43, 47, 70]	1
[1, 31, 50, 83, 46]	1
[28, 35, 118, 130, 100]	1
[31, 99, 126, 62, 109]	1
[14, 3, 121, 76, 36]	1
[110, 1, 30]	1
[130, 75, 105, 109, 7]	1
[126, 106, 70, 59, 31]	1
[61, 40, 105, 35, 41]	1
[130, 109, 84, 50, 28]	1
[118, 76, 110, 130, 95]	1
[41, 47, 121, 113, 29]	1
[41, 120, 35, 107, 124]	1
[25, 44, 106, 113]	1
[35, 28, 109, 115, 3]	1
[64, 29, 109, 87, 49]	1
[127, 126, 41, 3, 19]	1
[98, 41, 32, 126, 93]	1
[36, 76, 52, 62, 127]	1
[41, 28, 4, 31, 100]	1
[90, 99, 61, 40, 50]	1
[62, 28, 105, 102]	1
[129, 80, 53, 63]	1
[76, 98, 39, 87, 29]	1
[53, 126, 57, 39, 32]	1
[101, 3, 53, 62, 87]	1
[72, 48, 85, 99]	1
[82, 30, 115, 49, 62]	1
[70, 31, 115, 29, 82]	1
[35, 41, 31, 77, 4]	1
[3, 120, 34, 125, 76]	1
[29, 70, 47, 52, 28]	1
[90, 99, 130, 57, 110]	1
[39, 126, 1, 28, 24]	1
[49, 105, 53, 112, 125]	1
[112, 39, 29, 35, 107]	1
[43, 18, 76, 52, 39]	1
[40, 28, 110, 106, 77]	1
[36, 41, 39, 62, 58]	1
[70, 8, 66, 46, 105]	1
[90, 107, 28, 95, 66]	1
[29, 90, 69, 61, 41]	1
[85, 46, 28, 122, 111]	1
[46, 121, 109, 70]	1
[108, 32, 52, 11, 41]	1
[93, 43, 36, 116, 106]	1
[95, 99, 59, 110, 85]	1
[49, 70, 35, 82]	1
[40, 30, 13, 61, 109]	1
[7, 51, 70, 82]	1
[27, 109, 30, 55]	1
[98, 72, 35, 56, 28]	1
[62, 70, 25, 2, 60]	1
[109, 81, 62, 94, 76]	1
[126, 108, 98, 47, 29]	1
[41, 40, 56]	1
[121, 127, 76, 3, 43]	1
[107, 47, 40, 58, 20]	1
[36, 62, 121, 81, 52]	1
[43, 128, 103, 49]	1
[93, 102, 41, 29, 47]	1
[61, 46, 95, 90, 130]	1
[95, 126, 41, 21, 28]	1
[93, 14, 121, 29]	1
[39, 57, 3, 95, 103]	1
[127, 102, 76, 62]	1
