[62, 106, 70]	1
[12, 107]	1
[32, 126, 59]	1
[109, 47, 93]	1
[41, 90, 29]	2
[93, 126, 4]	1
[106, 101, 118]	1
[46, 122]	1
[52, 76, 70]	1
[49, 41, 75]	1
[28, 81, 41]	1
[123, 94, 29]	1
[35, 28, 82]	1
[62, 107, 58]	1
[23, 82, 98]	1
[29, 28, 36]	1
[129, 66, 67]	1
[127, 52, 43]	1
[95, 84, 8]	1
[95, 35, 76]	1
[52, 81]	1
[82, 127, 3]	1
[65, 47, 111]	1
[47, 109]	1
[39, 36, 31]	1
[3, 29, 90]	1
[46, 115]	1
[82, 49, 120]	1
[28, 39, 3]	1
[93, 47, 126]	1
[105, 122, 4]	1
[7, 100, 63]	1
[43, 127, 19]	1
[95, 29, 100]	1
[115, 99, 41]	1
[35, 41, 2]	1
[84, 34, 94]	1
[31, 35, 40]	1
[126, 61, 46]	1
[29, 59, 76]	1
[39, 100, 35]	1
[31, 126, 112]	1
[112, 47, 61]	1
[31, 59, 130]	1
[29, 70, 39]	1
[44, 127]	1
[39, 31, 70]	1
[44, 125]	1
[49, 43, 39]	1
[49, 44, 28]	1
[43, 130]	1
[70, 124, 129]	1
[36, 120, 102]	1
[120, 35]	1
[35, 26, 83]	1
[41, 44, 29]	1
[28, 66, 95]	1
[73, 29, 123]	1
[70, 3, 10]	1
[127, 109, 29]	1
[109, 115, 35]	1
[6, 36, 118]	1
[41, 76, 61]	1
[28, 126, 115]	1
[50, 107, 120]	1
[110, 123, 118]	1
[3, 29, 74]	1
[53, 31, 34]	1
[123, 41, 95]	1
[33, 93, 41]	1
[109, 6, 112]	1
[84, 28, 110]	1
[71, 23, 44]	1
[124, 67, 94]	1
[120, 76, 41]	1
[110, 59, 106]	1
[112, 93, 27]	1
[98, 87, 29]	1
[72, 49, 40]	1
[82, 58, 39]	1
[118, 31, 40]	1
[59, 87, 29]	1
[81, 62, 93]	1
[1, 95, 41]	1
[28, 31, 76]	1
[29, 95, 107]	1
[113, 36, 57]	1
[99, 66, 107]	1
[47, 9, 121]	1
[102, 28, 126]	1
[85, 72, 28]	1
[105, 50, 66]	1
[44, 109]	1
[31, 59, 112]	1
[35, 70, 62]	1
[21, 95, 105]	1
[123, 41, 84]	1
[49, 41, 39]	1
[8, 49, 130]	1
[118, 32, 28]	1
[49, 41, 36]	1
[72, 5, 110]	1
[62, 1, 95]	1
[51, 102, 85]	1
[106, 31, 127]	1
[10, 121, 99]	1
[85, 122, 90]	1
[119, 56, 40]	1
[109, 93, 22]	1
[58, 95, 33]	1
[112, 47, 35]	1
[41, 76, 43]	1
[106, 72, 99]	1
[59, 105, 41]	1
[123, 41, 77]	1
[90, 102, 76]	1
[127, 35, 98]	1
[100, 47, 121]	1
[110, 118, 94]	1
[82, 121, 39]	1
[76, 41, 115]	1
[44, 35, 121]	1
[70, 121, 128]	1
[87, 76, 109]	1
[87, 106, 41]	1
[62, 81, 52]	1
[59, 29, 127]	1
[35, 62, 101]	1
[52, 28, 62]	1
[109, 36, 120]	1
[40, 83, 66]	1
[90, 29, 125]	1
[25, 62, 41]	1
[41, 40, 31]	1
[43, 52, 70]	1
[46, 95, 110]	1
[100, 59, 3]	1
[122, 55, 28]	1
[127, 39, 48]	1
[35, 70, 41]	1
[41, 28, 76]	1
[114, 70, 29]	1
[121, 98, 52]	1
[32, 121, 41]	1
[120, 24, 98]	1
[81, 98]	1
[75, 119, 2]	1
[83, 90, 3]	1
[46, 93, 128]	1
[108, 121, 39]	1
[28, 67, 43]	1
[98, 35, 76]	1
[43, 9, 81]	1
[32, 112, 101]	1
[109, 28]	1
[87, 29, 127]	1
[71, 90, 109]	1
[124, 65, 76]	1
[109, 40, 92]	1
[76, 113]	1
[62, 82, 28]	1
[109, 7]	1
[115, 39, 121]	1
[109, 90, 28]	1
[120, 25, 76]	1
[55, 29, 95]	1
[99, 70, 50]	1
[87, 29]	1
[51, 27]	1
[123, 29, 95]	1
[87, 28]	2
[41, 75, 29]	1
[76, 3, 87]	1
[112, 44, 39]	1
[118, 18, 57]	1
[115, 7, 105]	1
[123, 66, 130]	1
[61, 3, 115]	1
[10, 58, 43]	1
[82, 70]	1
[99, 28, 35]	1
[56, 130, 67]	1
[3, 126, 62]	1
[27, 130, 126]	1
[49, 29, 40]	1
[87, 28, 126]	1
[98, 71, 111]	1
[3, 28, 31]	1
[76, 107]	2
[41, 62, 127]	1
[81, 109, 127]	1
[76, 103]	1
[39, 62]	1
[41, 29, 43]	1
[56, 119, 95]	1
[35, 126, 31]	1
[65, 82, 75]	1
[39, 53, 127]	1
[120, 29, 28]	1
[120, 98, 109]	1
[52, 29, 24]	1
[31, 120, 107]	1
[114, 121, 62]	1
[40, 29, 113]	1
[61, 46, 35]	1
[71, 120, 28]	1
[43, 53, 31]	1
[109, 44, 39]	1
[106, 36]	1
[53, 62, 29]	1
[61, 76, 90]	1
[95, 99, 70]	2
[82, 41, 120]	1
[46, 49, 109]	1
[109, 44, 30]	1
[55, 76, 41]	1
[124, 63, 71]	1
[1, 35, 128]	1
[106, 126, 81]	1
[35, 115, 105]	1
[76, 29, 112]	1
[49, 27, 45]	1
[48, 39, 23]	1
[28, 120, 109]	1
[76, 82, 41]	1
[28, 95, 90]	1
[13, 61, 102]	1
[95, 98, 71]	1
[39, 49]	1
[39, 48]	1
[31, 51, 130]	1
[35, 49, 110]	1
[129, 49, 65]	1
[40, 70, 126]	1
[39, 43]	1
[112, 28, 95]	1
[126, 41, 81]	1
[115, 49, 4]	1
[41, 28, 31]	1
[28, 130, 29]	1
[40, 32, 90]	1
[76, 71, 120]	1
[106, 127, 62]	1
[81, 98, 28]	1
[81, 93, 76]	1
[122, 106, 41]	1
[39, 89, 100]	1
[46, 122, 32]	1
[31, 18, 47]	1
[130, 31, 66]	1
[117, 29, 13]	1
[76, 81, 41]	1
[35, 112, 121]	1
[28, 99, 40]	1
[32, 43, 106]	1
[110, 60, 41]	1
[82, 39, 76]	1
[56, 130, 31]	1
[70, 96, 59]	1
[76, 100, 62]	1
[36, 65]	1
[107, 62, 32]	1
[128, 120, 90]	1
[94, 27, 76]	1
[32, 5, 98]	1
[120, 127, 28]	1
[65, 84, 28]	1
[106, 29, 24]	1
[43, 87, 28]	1
[47, 3, 106]	1
[70, 87, 112]	1
[47, 41, 81]	1
[29, 105, 87]	1
[107, 109, 102]	1
[113, 99, 62]	1
[77, 29, 18]	1
[81, 48, 70]	1
[70, 124]	1
[107, 118, 37]	1
[31, 95, 59]	1
[87, 36, 29]	1
[127, 126]	1
[28, 109]	1
[128, 14, 109]	1
[107, 47, 94]	1
[126]	1
[4, 35]	1
[82, 105, 49]	2
[3, 125, 28]	1
[41, 115, 120]	1
[122]	1
[2, 51]	1
[90, 59, 113]	1
[109, 70, 99]	1
[110, 95, 30]	1
[95, 98, 41]	1
[32, 38, 82]	1
[62, 99, 81]	1
[109, 76, 35]	1
[36, 47]	1
[127, 99, 93]	1
[70, 112]	1
[29, 41, 112]	1
[4, 39, 106]	1
[91, 93, 101]	1
[35, 53, 62]	1
[109, 41, 3]	1
[29, 87, 38]	1
[90, 59, 109]	1
[112]	1
[62, 130, 53]	1
[2, 40]	1
[102, 28]	1
[41, 126, 28]	1
[31, 14, 53]	1
[76, 36, 29]	1
[28, 112, 90]	1
[41, 127, 12]	1
[61, 31, 109]	1
[76, 30, 84]	1
[35, 56, 28]	1
[3, 29]	1
[105]	1
[102, 65, 30]	1
[76, 126, 101]	1
[29, 86, 36]	1
[93, 82, 28]	1
[18, 39, 87]	1
[100, 39]	1
[35, 106, 93]	1
[70, 105, 118]	1
[4, 81, 109]	1
[120, 109, 95]	1
[47, 43, 32]	1
[29, 76, 107]	1
[42, 47, 58]	1
[52, 10, 121]	1
[127, 99, 76]	1
[53, 36, 120]	1
[44, 29, 36]	1
[126, 76, 43]	1
[29, 39, 62]	1
[97, 66, 118]	1
[95, 49, 76]	1
[46, 41, 123]	1
[76, 69, 41]	1
[4, 36, 115]	1
[50, 40, 46]	1
[93, 126, 127]	1
[36, 43, 40]	1
[118, 111, 56]	1
[93, 127, 115]	1
[39, 105, 109]	1
[11, 41, 32]	1
[52, 47, 109]	1
[32, 59]	1
[126, 41, 29]	1
[56, 105, 130]	1
[40, 66, 59]	1
[34, 109, 128]	1
[28, 49, 55]	1
[40, 130, 61]	1
[46, 41, 118]	1
[41, 90, 124]	1
[46, 40, 122]	1
[41, 56, 51]	1
[43, 28, 109]	1
[2, 15]	1
[110, 90, 49]	1
[95, 106, 113]	1
[18, 106, 43]	1
[106, 112, 126]	1
[112, 70, 41]	1
[31, 46, 61]	1
[31, 56]	1
[40, 66, 49]	1
[31, 55]	1
[49, 46, 118]	1
[30, 125, 4]	1
[123, 128, 19]	1
[2, 15, 95]	1
[21, 39, 49]	1
[109, 28, 36]	1
[123, 113]	1
[70, 3, 126]	1
[31, 114, 28]	1
[39, 47, 41]	1
[95, 105, 114]	1
[43, 126, 121]	1
[47, 41, 28]	1
[41, 47, 106]	1
[31, 3, 126]	1
[36, 30, 128]	1
[75, 32, 100]	1
[112, 16, 111]	1
[62, 95, 70]	1
[28, 46, 66]	1
[31, 44]	1
[43, 35, 47]	1
[98, 95]	1
[69, 118, 123]	1
[48, 31, 3]	1
[48, 55, 110]	1
[109, 126, 52]	1
[70, 11, 39]	1
[126, 62, 127]	1
[70, 81, 106]	1
[41, 109, 71]	1
[83, 127, 29]	1
[70, 3, 113]	1
[94, 49, 118]	1
[28, 111, 59]	1
[51, 118, 65]	1
[81, 41, 76]	1
[55, 49, 118]	1
[30, 109, 89]	1
[89, 35, 102]	1
[66, 112, 117]	1
[32, 24]	1
[28, 43, 84]	1
[85, 74, 110]	1
[32, 81, 29]	1
[55, 123, 46]	1
[66, 110, 130]	1
[22, 129, 36]	1
[112, 95, 102]	1
[120, 126]	1
[70, 3, 109]	1
[80, 43, 123]	1
[28, 36, 128]	1
